,rent,size_m2,property_type,bedrooms,suite,parking,neighborhood
3363,2.000,50,Apartamento ,1,1,1, LAGO NORTE
3364,2.200,51,Apartamento ,2,,, ASA NORTE
3365,1.300,70,Apartamento ,2,1,1, TAGUATINGA
3366,950,25,Apartamento ,1,,, GUARA
3367,9.000,145,Apartamento ,3,3,3, GUARA
3368,1.100,58,Apartamento ,2,1,1, TAGUATINGA
3369,2.950,74,Apartamento ,3,1,2, GUARA
3370,1.150,60,Apartamento ,2,,, CEILANDIA
3371,1.400,32,Kitnet ,1,1,1, AGUAS CLARAS
3372,5.650,180,Apartamento ,4,2,3, AGUAS CLARAS
3373,900,34,Apartamento ,1,2,, AGUAS CLARAS
3374,1.800,70,Apartamento ,1,1,1, LAGO NORTE
3375,700,28,Kitnet ,1,1,, SUDOESTE
3376,700,30,Kitnet ,1,1,, TAGUATINGA
3377,3.800,120,Apartamento ,3,1,1, ASA NORTE
3378,550,25,Kitnet ,1,,, ASA NORTE
3379,1.200,80,Apartamento ,1,1,, CANDANGOLANDIA
3380,2.700,60,Apartamento ,2,1,, AGUAS CLARAS
3381,2.200,110,Apartamento ,3,1,1, AGUAS CLARAS
3382,1.100,28,Kitnet ,1,1,, OCTOGONAL
3383,3.650,98,Apartamento ,3,3,1, GAMA
3384,900,30,Kitnet ,1,,, ASA NORTE
3385,1.450,50,Apartamento ,2,1,, AGUAS CLARAS
3386,2.200,70,Apartamento ,2,1,1, AGUAS CLARAS
3387,700,55,Apartamento ,2,,, TAGUATINGA
3388,850,57,Apartamento ,2,,, TAGUATINGA
3389,5.900,73,Apartamento ,2,1,2, ASA NORTE
3390,3.100,97,Apartamento ,3,,, ASA SUL
3391,2.600,70,Apartamento ,3,1,1, AGUAS CLARAS
3392,1.500,50,Apartamento ,2,,, GUARA
3393,1.490,33,Apartamento ,1,1,1, AGUAS CLARAS
3394,800,40,Apartamento ,1,,, TAGUATINGA
3395,1.200,27,Kitnet ,1,1,, PARK SUL
3396,800,32,Apartamento ,1,,, ASA NORTE
3397,1.500,25,Kitnet ,1,1,1, SUDOESTE
3398,4.350,77,Apartamento ,2,1,3, NOROESTE
3399,3.700,128,Apartamento ,3,1,1, ASA NORTE
3400,4.000,110,Apartamento ,2,,, ASA SUL
3401,3.100,60,Apartamento ,2,,, ASA SUL
3402,1.700,63,Apartamento ,3,,, CRUZEIRO
3403,1.200,30,Apartamento ,1,1,, AGUAS CLARAS
3404,950,40,Apartamento ,1,,, GUARA
3405,3.500,110,Apartamento ,3,3,, ASA SUL
3406,800,35,Kitnet ,1,,, RIACHO FUNDO
3407,1.800,35,Kitnet ,1,1,, AGUAS CLARAS
3408,2.100,30,Kitnet ,1,1,, LAGO NORTE
3409,900,50,Apartamento ,1,,, SOBRADINHO
3410,1.450,32,Apartamento ,1,1,1, AGUAS CLARAS
3411,800,35,Kitnet ,1,,, TAGUATINGA
3412,2.200,35,Apartamento ,1,1,, NOROESTE
3413,4.000,168,Apartamento ,4,1,2, AGUAS CLARAS
3414,850,30,Kitnet ,1,,, AGUAS CLARAS
3415,2.400,52,Apartamento ,2,,, ASA NORTE
3416,2.250.000,154,Apartamento ,4,4,3, PARK SUL
3417,8.200,145,Apartamento ,4,2,3, PARK SUL
3418,1.990,80,Apartamento ,2,,, LAGO NORTE
3419,1.600,32,Apartamento ,1,1,1, AGUAS CLARAS
3420,950,33,Kitnet ,,,, ASA NORTE
3421,1.350,80,Apartamento ,2,1,, CEILANDIA
3422,2.750,76,Apartamento ,3,1,1, AGUAS CLARAS
3423,850,50,Apartamento ,2,1,, VALPARAISO DE GOIAS
3424,4.000,88,Apartamento ,2,1,1, ASA NORTE
3425,3.600,83,Apartamento ,3,1,1, SUDOESTE
3426,4.500,135,Apartamento ,3,1,1, ASA SUL
3427,4.300,124,Apartamento ,3,1,, ASA SUL
3428,4.600,76,Apartamento ,2,1,1, NOROESTE
3429,1.700,35,Apartamento ,1,1,1, AGUAS CLARAS
3430,850,50,Apartamento ,1,,, TAGUATINGA
3431,1.700,36,Kitnet ,1,1,, PARK SUL
3432,750,27,Apartamento ,1,,, TAGUATINGA
3433,550,60,Apartamento ,2,,, GAMA
3434,3.700,107,Apartamento ,3,1,2, AGUAS CLARAS
3435,1.200,34,Apartamento ,1,1,, CRUZEIRO
3436,1.300,25,Apartamento ,1,1,1, LAGO NORTE
3437,960,50,Apartamento ,2,1,1, GUARA
3438,1.100,45,Apartamento ,2,1,, CEILANDIA
3439,1.640,60,Apartamento ,2,1,1, SOBRADINHO
3440,1.150,50,Apartamento ,2,,, TAGUATINGA
3441,800,50,Apartamento ,2,,, SOBRADINHO
3442,700,45,Kitnet ,1,,, SAMAMBAIA
3443,1.700,51,Apartamento ,2,1,, GUARA
3444,750,33,Kitnet ,1,,, ASA NORTE
3445,750,47,Apartamento ,1,,, GUARA
3446,1.100,32,Apartamento ,1,1,1, SAMAMBAIA
3447,4.150,157,Apartamento ,3,1,2, ASA NORTE
3448,1.700,47,Apartamento ,1,1,, AGUAS CLARAS
3449,1.400,45,Apartamento ,2,1,, GAMA
3450,1.350,30,Kitnet ,1,1,, ASA SUL
3451,900,47,Apartamento ,1,,, VICENTE PIRES
3452,6.210,106,Apartamento ,3,1,2, NOROESTE
3453,1.600,30,Kitnet ,1,1,1, AGUAS CLARAS
3454,2.300,120,Apartamento ,2,1,1, GUARA
3455,410,28,Kitnet ,1,,, GAMA
3456,700,45,Kitnet ,1,,, SAMAMBAIA
3457,1.350,60,Apartamento ,2,1,1, AGUAS CLARAS
3458,3.500,112,Apartamento ,3,1,1, VICENTE PIRES
3459,950,65,Apartamento ,2,1,1, CEILANDIA
3460,700,42,Apartamento ,1,,, AGUAS CLARAS
3461,6.000,127,Apartamento ,3,1,2, NOROESTE
3462,800,30,Apartamento ,1,,, ASA NORTE
3463,1.100,29,Kitnet ,1,1,, AGUAS CLARAS
3464,6.150,202,Apartamento ,3,2,2, ASA NORTE
3465,1.350,43,Apartamento ,1,1,, AGUAS CLARAS
3466,600,27,Kitnet ,,,, RIACHO FUNDO
3467,950,50,Apartamento ,2,1,, TAGUATINGA
3468,990,45,Apartamento ,2,,, CEILANDIA
3469,1.550,31,Kitnet ,1,1,, ASA NORTE
3470,1.000,30,Kitnet ,1,,, ASA NORTE
3471,450,26,Kitnet ,1,,, CEILANDIA
3472,700,35,Apartamento ,1,,, NUCLEO BANDEIRANTE
3473,1.800,53,Apartamento ,2,,, SOBRADINHO
3474,1.400,65,Apartamento ,3,,, NUCLEO BANDEIRANTE
3475,4.000,95,Apartamento ,3,1,1, ASA NORTE
3476,2.500,48,Apartamento ,1,1,1, ASA SUL
3477,1.300,33,Apartamento ,1,1,, AGUAS CLARAS
3478,1.700,62,Apartamento ,2,,, GUARA
3479,4.300,74,Apartamento ,2,,, ASA NORTE
3480,1.100,46,Apartamento ,2,1,1, SAMAMBAIA
3481,2.500,34,Kitnet ,1,1,1, AGUAS CLARAS
3482,610,35,Apartamento ,1,,, RIACHO FUNDO
3483,1.200,42,Apartamento ,2,1,, SAMAMBAIA
3484,1.200,30,Kitnet ,1,1,1, SUDOESTE
3485,650,25,Kitnet ,1,,, TAGUATINGA
3486,550,35,Kitnet ,1,,, PLANALTINA
3487,500,40,Apartamento ,1,,, NUCLEO BANDEIRANTE
3488,2.850,61,Apartamento ,2,1,, ASA NORTE
3489,6.500,121,Apartamento ,2,1,, ASA SUL
3490,3.100,68,Apartamento ,2,1,, OCTOGONAL
3491,1.200,38,Kitnet ,1,1,, ASA SUL
3492,2.400,90,Apartamento ,2,,, ASA SUL
3493,1.100,60,Apartamento ,2,,, AGUAS CLARAS
3494,1.500,38,Apartamento ,38,1,, AGUAS CLARAS
3495,750,26,Kitnet ,1,,, LAGO NORTE
3496,3.100,86,Apartamento ,3,1,1, OCTOGONAL
3497,800,45,Apartamento ,1,,, SAMAMBAIA
3498,1.200,30,Apartamento ,1,1,1, AGUAS CLARAS
3499,1.000,40,Kitnet ,1,,, ASA NORTE
3500,800,50,Apartamento ,2,1,, TAGUATINGA
3501,1.100,28,Apartamento ,1,,, ASA NORTE
3502,6.500,120,Apartamento ,4,2,1, ASA NORTE
3503,2.200,61,Apartamento ,2,1,1, AGUAS CLARAS
3504,1.200,55,Apartamento ,2,1,1, TAGUATINGA
3505,3.500,44,Apartamento ,1,,, ASA NORTE
3506,3.200,78,Apartamento ,3,1,1, OCTOGONAL
3507,1.100,46,Apartamento ,2,1,1, SAMAMBAIA
3508,3.100,26,Kitnet ,1,1,1, SUDOESTE
3509,1.050,30,Kitnet ,1,1,, ASA NORTE
3510,1.900,69,Apartamento ,3,1,1, GAMA
3511,800,38,Apartamento ,1,,, RIACHO FUNDO
3512,1.300,40,Apartamento ,1,1,, LAGO NORTE
3513,790,35,Apartamento ,1,,, RECANTO DAS EMAS
3514,5.500,101,Apartamento ,3,1,1, NOROESTE
3515,4.100,108,Apartamento ,3,1,1, ASA SUL
3516,1.100,35,Apartamento ,1,,, GUARA
3517,900,35,Kitnet ,1,1,, SUDOESTE
3518,1.700,27,Kitnet ,1,1,, SUDOESTE
3519,1.500,25,Kitnet ,1,1,, ASA SUL
3520,1.700,65,Apartamento ,2,1,, GUARA
3521,1.200,60,Apartamento ,2,,, TAGUATINGA
3522,6.800,176,Apartamento ,4,3,2, ASA NORTE
3523,2.000,70,Apartamento ,3,1,, NUCLEO BANDEIRANTE
3524,750,57,Kitnet ,1,1,, AGUAS CLARAS
3525,4.900,110,Apartamento ,2,2,, ASA NORTE
3526,2.200,48,Apartamento ,2,1,, JARDINS MANGUEIRAL
3527,1.050,70,Apartamento ,2,1,, TAGUATINGA
3528,2.000,84,Apartamento ,1,1,1, LAGO NORTE
3529,2.600,34,Apartamento ,1,1,, NOROESTE
3530,2.300,48,Apartamento ,2,1,, JARDINS MANGUEIRAL
3531,1.450,42,Apartamento ,2,,, CRUZEIRO
3532,850,50,Apartamento ,1,,, GUARA
3533,4.500,165,Apartamento ,4,2,, AGUAS CLARAS
3534,1.150,60,Apartamento ,2,1,1, TAGUATINGA
3535,1.250,66,Apartamento ,2,1,1, TAGUATINGA
3536,850,50,Apartamento ,2,1,, RIACHO FUNDO
3537,1.100,35,Apartamento ,1,,, GUARA
3538,1.250,28,Apartamento ,1,1,, AGUAS CLARAS
3539,800,60,Apartamento ,2,,, TAGUATINGA
3540,4.200,186,Apartamento ,4,2,2, AGUAS CLARAS
3541,800,45,Apartamento ,1,,, RIACHO FUNDO
3542,1.600,27,Apartamento ,1,1,1, ASA SUL
3543,3.000,90,Apartamento ,3,,, ASA SUL
3544,450,36,Kitnet ,1,,, SAMAMBAIA
3545,1.800,53,Apartamento ,1,1,, ASA SUL
3546,1.300,25,Kitnet ,1,1,, ASA SUL
3547,6.500,130,Apartamento ,3,1,1, ASA SUL
3548,2.200,67,Apartamento ,2,1,1, AGUAS CLARAS
3549,1.897,45,Apartamento ,1,1,, NOROESTE
3550,2.300,60,Apartamento ,1,1,, LAGO NORTE
3551,1.400,23,Apartamento ,1,1,, ASA SUL
3552,800,26,Kitnet ,1,,, ASA NORTE
3553,950,60,Apartamento ,2,,, GUARA
3554,16.000,211,Apartamento ,4,3,4, PARK SUL
3555,1.200,50,Apartamento ,2,1,, VICENTE PIRES
3556,4.500,135,Apartamento ,3,3,2, AGUAS CLARAS
3557,2.000,33,Apartamento ,1,1,, NOROESTE
3558,1.150,50,Apartamento ,2,,, TAGUATINGA
3559,3.200,90,Apartamento ,3,1,1, AGUAS CLARAS
3560,500,18,Apartamento ,1,,, CANDANGOLANDIA
3561,1.200,30,Apartamento ,1,1,, AGUAS CLARAS
3562,1.150,40,Apartamento ,1,1,, GUARA
3563,800,24,Kitnet ,1,,, GUARA
3564,1.165,50,Apartamento ,2,,, LAGO NORTE
3565,240.000,30,Kitnet ,1,1,1, ASA NORTE
3566,1.700,65,Apartamento ,2,2,, GUARA
3567,600,40,Apartamento ,1,1,, AGUAS CLARAS
3568,3.450,100,Apartamento ,2,1,, LAGO NORTE
3569,9.200,98,Apartamento ,2,1,1, ASA NORTE
3570,450,24,Kitnet ,1,,, NUCLEO BANDEIRANTE
3571,3.500,40,Apartamento ,1,1,1, ASA SUL
3572,1.250,26,Kitnet ,1,1,1, SUDOESTE
3573,679,32,Apartamento ,1,1,, SAMAMBAIA
3574,6.500,149,Apartamento ,3,3,2, AGUAS CLARAS
3575,700,45,Kitnet ,1,,, SAMAMBAIA
3576,1.300,35,Apartamento ,1,,, AGUAS CLARAS
3577,4.800,147,Apartamento ,3,1,1, ASA NORTE
3578,800,28,Kitnet ,1,,, SOBRADINHO
3579,1.850,34,Kitnet ,1,1,1, LAGO NORTE
3580,1.400,67,Apartamento ,3,1,1, CEILANDIA
3581,1.700,56,Apartamento ,2,1,1, TAGUATINGA
3582,17.000,160,Apartamento ,3,3,3, NOROESTE
3583,1.700,43,Apartamento ,1,1,1, NOROESTE
3584,650,48,Apartamento ,1,,, SOBRADINHO
3585,800,28,Kitnet ,1,,, ASA NORTE
3586,380,40,Apartamento ,1,,, SAMAMBAIA
3587,3.550,95,Apartamento ,3,1,2, AGUAS CLARAS
3588,4.500,130,Apartamento ,3,1,1, ASA NORTE
3589,3.100,115,Apartamento ,2,1,, ASA SUL
3590,3.100,80,Apartamento ,2,1,1, SUDOESTE
3591,4.200,167,Apartamento ,4,3,3, AGUAS CLARAS
3592,3.500,115,Apartamento ,4,1,1, AGUAS CLARAS
3593,2.100,58,Apartamento ,2,1,1, AGUAS CLARAS
3594,1.500,47,Apartamento ,2,,, ASA NORTE
3595,1.000,60,Apartamento ,2,,, NUCLEO BANDEIRANTE
3596,3.100,73,Apartamento ,2,,, ASA NORTE
3597,2.300,73,Apartamento ,2,1,1, AGUAS CLARAS
3598,1.300,70,Apartamento ,2,,, SOBRADINHO
3599,650,25,Kitnet ,1,,, VILA PLANALTO
3600,1.200,55,Apartamento ,2,1,1, TAGUATINGA
3601,510,30,Kitnet ,1,,, VICENTE PIRES
3602,990,37,Kitnet ,1,,, ASA NORTE
3603,990,25,Kitnet ,1,1,1, ASA NORTE
3604,1.300,37,Apartamento ,1,1,, OCTOGONAL
3605,2.800,90,Apartamento ,3,,, ASA SUL
3606,1.350,65,Apartamento ,2,1,, TAGUATINGA
3607,700,28,Kitnet ,1,,, ASA NORTE
3608,1.250,49,Apartamento ,2,1,, SAMAMBAIA
3609,600,40,Kitnet ,1,,, CEILANDIA
3610,2.800,105,Apartamento ,3,2,, AGUAS CLARAS
3611,2.800,95,Apartamento ,3,,, ASA NORTE
3612,1.350,30,Apartamento ,1,1,, SUDOESTE
3613,1.400,0,Apartamento ,2,1,, GAMA
3614,1.300,28,Kitnet ,1,1,, ASA SUL
3615,3.700,93,Apartamento ,3,1,1, SUDOESTE
3616,2.200,40,Apartamento ,1,1,, NOROESTE
3617,1.300,36,Apartamento ,1,1,1, AGUAS CLARAS
3618,1.500,37,Apartamento ,1,1,, AGUAS CLARAS
3619,750,27,Kitnet ,1,,, ASA NORTE
3620,1.000,25,Kitnet ,1,,, LAGO SUL
3621,1.590,60,Apartamento ,1,1,1, AGUAS CLARAS
3622,180.000,30,Kitnet ,1,1,, LAGO NORTE
3623,2.200,40,Apartamento ,1,1,, SUDOESTE
3624,6.300,181,Apartamento ,4,2,1, ASA NORTE
3625,800,45,Apartamento ,1,,, RIACHO FUNDO
3626,3.400,71,Apartamento ,2,1,, ASA NORTE
3627,3.500,65,Apartamento ,2,1,1, ASA NORTE
3628,1.250,39,Kitnet ,1,,, ASA NORTE
3629,1.300,49,Apartamento ,2,1,, TAGUATINGA
3630,1.900,40,Apartamento ,1,,, ASA SUL
3631,1.950,28,Apartamento ,1,1,1, AGUAS CLARAS
3632,1.700,72,Apartamento ,3,1,, GUARA
3633,800,70,Apartamento ,3,,, NUCLEO BANDEIRANTE
3634,1.200,60,Apartamento ,2,1,1, RIACHO FUNDO
3635,4.200,40,Apartamento ,1,1,, ASA SUL
3636,1.600,37,Apartamento ,1,1,, NOROESTE
3637,3.000,70,Apartamento ,2,1,1, SUDOESTE
3638,5.700,180,Apartamento ,4,1,1, ASA SUL
3639,1.500,28,Apartamento ,1,1,, ASA NORTE
3640,1.300,35,Kitnet ,1,1,, PARK SUL
3641,1.000,46,Apartamento ,2,1,, AGUAS CLARAS
3642,3.800,88,Apartamento ,2,1,, SUDOESTE
3643,650,30,Apartamento ,1,,, GUARA
3644,13.500,164,Apartamento ,4,4,2, PARK SUL
3645,1.980,43,Apartamento ,1,1,, AGUAS CLARAS
3646,2.000,88,Apartamento ,3,1,1, TAGUATINGA
3647,6.000,131,Apartamento ,3,1,, ASA SUL
3648,1.900,48,Apartamento ,1,1,, JARDINS MANGUEIRAL
3649,790,45,Apartamento ,1,,, RECANTO DAS EMAS
3650,1.800,28,Apartamento ,1,,, PARK SUL
3651,3.350,95,Apartamento ,3,1,2, AGUAS CLARAS
3652,5.600,110,Apartamento ,4,1,1, ASA NORTE
3653,3.300,150,Apartamento ,3,1,1, TAGUATINGA
3654,3.400,83,Apartamento ,3,1,2, AGUAS CLARAS
3655,2.500,82,Apartamento ,3,1,1, TAGUATINGA
3656,1.180,37,Apartamento ,1,,, ASA NORTE
3657,1.900,93,Apartamento ,3,,, CRUZEIRO
3658,700,50,Apartamento ,1,,, RIACHO FUNDO
3659,1.550,31,Apartamento ,1,1,, ASA NORTE
3660,1.200,70,Apartamento ,2,1,, TAGUATINGA
3661,1.300,29,Kitnet ,1,,, ASA NORTE
3662,6.500,150,Apartamento ,3,2,2, ASA SUL
3663,4.900,130,Apartamento ,3,1,1, ASA SUL
3664,4.200,38,Apartamento ,1,1,1, ASA NORTE
3665,5.600,170,Apartamento ,3,1,1, ASA SUL
3666,1.100,30,Kitnet ,1,1,, ASA NORTE
3667,1.900,35,Kitnet ,1,1,, LAGO NORTE
3668,1.400,30,Apartamento ,1,1,, ASA SUL
3669,2.000,56,Apartamento ,2,,, ASA SUL
3670,700,28,Kitnet ,1,,, ASA NORTE
3671,1.100,50,Kitnet ,1,,, ASA NORTE
3672,1.780,48,Apartamento ,2,,, ASA SUL
3673,2.300,72,Apartamento ,2,1,, LAGO NORTE
3674,4.200,95,Apartamento ,3,1,1, SUDOESTE
3675,950,50,Apartamento ,2,,, GUARA
3676,3.100,70,Apartamento ,2,1,1, SUDOESTE
3677,1.250,30,Kitnet ,1,1,1, AGUAS CLARAS
3678,3.850.000,150,Apartamento ,3,1,, ASA SUL
3679,660,30,Apartamento ,1,,, TAGUATINGA
3680,1.900,38,Apartamento ,1,1,1, AGUAS CLARAS
3681,520,32,Apartamento ,1,,, GUARA
3682,800,31,Kitnet ,1,,, ASA NORTE
3683,1.500,77,Apartamento ,2,1,, NUCLEO BANDEIRANTE
3684,2.000,37,Apartamento ,1,1,, NOROESTE
3685,2.700,60,Apartamento ,2,1,, ASA NORTE
3686,700,45,Kitnet ,1,,, SAMAMBAIA
3687,850,35,Apartamento ,1,1,, TAGUATINGA
3688,1.400,38,Apartamento ,1,,, ASA NORTE
3689,1.450,76,Apartamento ,3,1,1, AGUAS CLARAS
3690,3.200,96,Apartamento ,3,1,1, AGUAS CLARAS
3691,2.400,67,Apartamento ,3,1,1, AGUAS CLARAS
3692,2.450,30,Kitnet ,1,1,, NOROESTE
3693,14.000,144,Apartamento ,3,3,3, NOROESTE
3694,2.000,55,Apartamento ,2,1,1, TAGUATINGA
3695,1.700,47,Apartamento ,2,1,, JARDINS MANGUEIRAL
3696,6.100,100,Apartamento ,3,1,2, PARK SUL
3697,600,50,Apartamento ,2,1,1, SANTA MARIA
3698,2.100,56,Apartamento ,2,1,, AGUAS CLARAS
3699,1.500,50,Apartamento ,2,1,1, AGUAS CLARAS
3700,850,48,Apartamento ,2,,, GUARA
3701,5.000,126,Apartamento ,3,1,1, ASA NORTE
3702,2.000,56,Apartamento ,2,1,1, AGUAS CLARAS
3703,700,56,Kitnet ,1,,, AGUAS CLARAS
3704,2.500,79,Apartamento ,3,1,2, CEILANDIA
3705,1.900,29,Apartamento ,1,1,1, AGUAS CLARAS
3706,1.000,60,Apartamento ,2,,, NUCLEO BANDEIRANTE
3707,950,35,Apartamento ,1,1,, RIACHO FUNDO
3708,1.300,45,Apartamento ,1,,, ASA NORTE
3709,700,36,Kitnet ,1,,, AGUAS CLARAS
3710,1.900,37,Apartamento ,1,1,1, TAGUATINGA
3711,1.000,29,Apartamento ,1,1,2, AGUAS CLARAS
3712,670,30,Kitnet ,1,,, RIACHO FUNDO
3713,950,47,Apartamento ,2,1,, TAGUATINGA
3714,3.200,78,Apartamento ,2,1,, ASA NORTE
3715,1.000,37,Kitnet ,1,1,, GUARA
3716,2.000,40,Apartamento ,1,1,, TAGUATINGA
3717,2.850,64,Apartamento ,1,1,1, AGUAS CLARAS
3718,2.500,67,Apartamento ,2,1,, LAGO NORTE
3719,1.100,70,Apartamento ,3,1,1, RIACHO FUNDO
3720,1.100,33,Kitnet ,1,1,1, ASA SUL
3721,850,33,Apartamento ,1,,, TAGUATINGA
3722,1.700,37,Apartamento ,1,1,1, AGUAS CLARAS
3723,1.400,39,Kitnet ,1,,, ASA NORTE
3724,850,33,Apartamento ,1,,, TAGUATINGA
